,answer,ans_score,senti_score,label,dummy
171,the Fed remains entirely focused on meeting its statutory dual-mandate objectives,0.06586673110723495,-0.7768157720565796,NEGATIVE,0
172,normalization,0.49691346287727356,0.9236323237419128,POSITIVE,1
173,The Federal Reserve,0.2792890667915344,0.6214829683303833,POSITIVE,1
174,we can agree that we must keep our financial system strong,0.019612004980444908,0.9941819310188293,POSITIVE,1
175,we cannot be complacent,0.18401482701301575,-0.9847758412361145,NEGATIVE,0
176,Monetary policy can be a powerful tool to achieve these ends,0.07209693640470505,0.9988442659378052,POSITIVE,1
177,U.S. monetary policy is the sole responsibility of the Federal Reserve,0.3452856242656708,0.7884876132011414,POSITIVE,1
178,simplifying and clarifying the regulations,0.059447064995765686,0.993278443813324,POSITIVE,1
179,monetary policy is not on a preset course,0.27547475695610046,-0.9933993816375732,NEGATIVE,0
180,It needs no retelling,0.04621737077832222,-0.9371005892753601,NEGATIVE,0
181,the benefits of the ongoing economic expansion are still not reaching some communities,0.18301847577095032,-0.9984772801399231,NEGATIVE,0
182,"Going forward, we will look to celebrate staff within the System",0.07683943212032318,0.9998202919960022,POSITIVE,1
183,"exchange ideas, and identify shared interests that foster local partnerships and comprehensive solutions",0.07513648271560669,0.9997367262840271,POSITIVE,1
184,Consequences for Monetary Policy,0.06608805805444717,-0.9897865056991577,NEGATIVE,0
185,Conclusion,0.005533388815820217,0.9975615739822388,POSITIVE,1
186,the opacity of AI products,0.06413589417934418,-0.9975342750549316,NEGATIVE,0
187,Conclusion As we begin the next chapter in stress testing,0.04238854721188545,0.9054552316665649,POSITIVE,1
188,monetary policy remains accommodative,0.2703651189804077,0.9731559157371521,POSITIVE,1
189,argues for just the same approach to navigation,0.05596724525094032,-0.9963249564170837,NEGATIVE,0
190,inclusion policies,0.08794793486595154,0.9984788298606873,POSITIVE,1
191,it requires that we have a strong understanding,0.01115513127297163,0.9983751773834229,POSITIVE,1
192,constraints,0.12498986721038818,-0.9977561831474304,NEGATIVE,0
193,this question called for very low interest rates,0.04780936613678932,-0.9937431216239929,NEGATIVE,0
194,our current expansion appears to be no exception,0.08269120007753372,-0.9899705052375793,NEGATIVE,0
195,good public policy,0.19530734419822693,0.9998443126678467,POSITIVE,1
196,It is useful when the credibility and commitment of the decisions are especially important,0.1463734656572342,0.9935479760169983,POSITIVE,1
197,the need for highly accommodative monetary policy was clear.,0.1719958335161209,0.9929338693618774,POSITIVE,1
198,monetary policies among the advanced economies look likely to be divergent for some time,0.38603541254997253,-0.9564968943595886,NEGATIVE,0
199,While the focus is often on monetary policy independence,0.017929567024111748,0.951156735420227,POSITIVE,1
200,"At a minimum, revised CRA regulations",0.09523043036460876,-0.7509320378303528,NEGATIVE,0
201,our rules seek to ensure that there are sufficient resources in the United States,0.010146122425794601,-0.9092468619346619,NEGATIVE,0
202,financial stability,0.06669086217880249,0.9985895752906799,POSITIVE,1
203,build resilience,0.4624174237251282,0.9995705485343933,POSITIVE,1
204,expand the area where we evaluate a bank's CRA performance,0.021116001531481743,0.9982106685638428,POSITIVE,1
205,important implications for financial vulnerabilities,0.01747276447713375,0.9497517347335815,POSITIVE,1
206,"economy is performing well, and unemployment is low",0.006544096861034632,-0.9536942839622498,NEGATIVE,0
207,We will need to be vigilant,0.563466489315033,-0.9905509948730469,NEGATIVE,0
208,require extraordinary support from local authorities,0.03209487348794937,0.9988358616828918,POSITIVE,1
209,the Federal Reserve is committed to getting it right,0.0086256368085742,0.9957634210586548,POSITIVE,1
210,monetary policy remains accommodative,0.33627787232398987,0.9731559157371521,POSITIVE,1
211,monetary policy should continue to be gradually normalized,0.2598382234573364,0.8302835822105408,POSITIVE,1
212,monetary policy has continued,0.40469157695770264,0.9957045912742615,POSITIVE,1
213,We should explore ways to bring these criteria into better alignment with our objectives,0.007284053135663271,-0.7184668183326721,NEGATIVE,0
214,only is the national unemployment rate low,0.0037844639737159014,-0.9974959492683411,NEGATIVE,0
215,we should recognize that there can be a tension between the need for financial stability,0.014180530793964863,-0.9735960960388184,NEGATIVE,0
216,do not store the consumers' banking credentials,0.03603938966989517,-0.9991617202758789,NEGATIVE,0
217,important considerations informing judgments about policy,0.002880224958062172,0.9979305267333984,POSITIVE,1
218,The Federal Reserve's very effectiveness,0.500295102596283,0.9996408224105835,POSITIVE,1
219,neither expansionary nor contractionary,0.24921511113643646,-0.9608089923858643,NEGATIVE,0
220,there is more to be done,0.08643466979265213,-0.9452799558639526,NEGATIVE,0
221,neither expansionary nor contractionary,0.49147915840148926,-0.9608089923858643,NEGATIVE,0
222,the available tools are not likely to be sufficient,0.3313530683517456,-0.9997671246528625,NEGATIVE,0
223,More regulation is not the best answer to every problem,0.0234393160790205,-0.9997552037239075,NEGATIVE,0
224,I hope you have a terrific conference.,0.0226493701338768,0.9998626708984375,POSITIVE,1
225,inflation-become-harder-forecast,0.11168191581964493,-0.9981237053871155,NEGATIVE,0
226,Conclusion We need financial institutions that are strong enough to support economic growth,0.018322091549634933,0.8351784348487854,POSITIVE,1
227,rapid expansion of liquidity transformation outside of the regulated depository sector,0.029809730127453804,0.9989211559295654,POSITIVE,1
228,if economics seems like a great fit,0.05700739473104477,0.9915114045143127,POSITIVE,1
229,completely redrawing the system may not be necessary,0.025473706424236298,-0.999714195728302,NEGATIVE,0
230,Leverage in the financial sector is at historically low levels,0.1335992068052292,-0.9995906949043274,NEGATIVE,0
231,not free,0.00020382819639053196,-0.9986948370933533,NEGATIVE,0
232,limit credit growth and the rate of house price appreciation,0.19418811798095703,-0.975263237953186,NEGATIVE,0
233,the economy has proven unable to sustain its expansion,0.07799908518791199,-0.9997128844261169,NEGATIVE,0
234,better assess potential tradeoffs in monetary policy,0.0541343055665493,-0.693104088306427,NEGATIVE,0
235,43 A number of studies have examined the role of various public policies,0.03135909140110016,0.9709135890007019,POSITIVE,1
236,a decision of this kind is unlikely to occur in practice,0.10216809064149857,-0.9988272786140442,NEGATIVE,0
237,they are required to provide the relevant authorities detailed reasoning for the rejection,0.025367580354213715,0.8561863899230957,POSITIVE,1
238,these policies are not in the purview of the Federal Reserve,0.132566899061203,-0.9985955357551575,NEGATIVE,0
239,U.S. policy normalization will be gradual,0.15809427201747894,-0.989563524723053,NEGATIVE,0
240,maximum sustainable employment,0.2716180682182312,0.9998144507408142,POSITIVE,1
241,altering the enhanced supplementary leverage ratio requirement,0.03634687140583992,0.9813825488090515,POSITIVE,1
242,Somerville is now seeking to expand the initiative,0.17011062800884247,0.9850287437438965,POSITIVE,1
243,purposefully or unintentionally--by public policies,0.045064784586429596,-0.987950325012207,NEGATIVE,0
244,neither expansionary nor contractionary,0.36368894577026367,-0.9608089923858643,NEGATIVE,0
245,"committees are, on average, likely to make better monetary policy decisions",0.1395704746246338,-0.9964523315429688,NEGATIVE,0
246,they should also consider whether the private sector can substantially meet the same needs,0.02172347903251648,-0.9942915439605713,NEGATIVE,0
247,no larger than necessary,0.24091234803199768,-0.9936665892601013,NEGATIVE,0
248,inexact sciences,0.7358027100563049,-0.5948337912559509,NEGATIVE,0
249,inflationary pressures remain muted,0.4406639039516449,-0.9986080527305603,NEGATIVE,0
250,monetary policy can be a powerful and effective tool to these ends,0.14821389317512512,0.9995710253715515,POSITIVE,1
251,these thresholds were set too low in places,0.09972002357244492,-0.9992983341217041,NEGATIVE,0
252,digitization of finance,0.05229323357343674,0.9897612929344177,POSITIVE,1
253,does not have to be confined to monetary policy,0.31356281042099,0.9982605576515198,POSITIVE,1
254,the growth of contingent work affects the way we assess maximum employment,0.07012449949979782,0.9907535314559937,POSITIVE,1
255,monetary policy is not on a preset course,0.3100475072860718,-0.9933993816375732,NEGATIVE,0
256,labor market conditions before moving on to discuss the economic outlook and monetary policy,0.038437653332948685,-0.8289775848388672,NEGATIVE,0
257,Today's situation is very different,0.007401478476822376,0.9750111699104309,POSITIVE,1
258,It is only moderately reductionist,0.2251211404800415,-0.891221284866333,NEGATIVE,0
259,"normal, or neutral, level of interest rates",0.08213527500629425,-0.9680665135383606,NEGATIVE,0
260,neither expansionary nor contractionary,0.24244150519371033,-0.9608089923858643,NEGATIVE,0
261,ing certain aspects of contracts is not new,0.016976704820990562,-0.9991280436515808,NEGATIVE,0
262,it is as vital to the Federal Reserve as it is to your employers,0.017989402636885643,0.9953024387359619,POSITIVE,1
263,economic policy decisions are better when informed by a wide range of views and experiences,0.026645619422197342,0.9821303486824036,POSITIVE,1
264,the low neutral rate looks likely to persist,0.17697928845882416,-0.9937623143196106,NEGATIVE,0
265,It implicates some elements of monetary policy,0.3993845283985138,0.6255136132240295,POSITIVE,1
266,if living standards are to continue to rise over generations,0.5133349299430847,0.9990455508232117,POSITIVE,1
267,If that criterion and several others are met,0.01487345714122057,0.9523895382881165,POSITIVE,1
268,"Simply put, this effort is something that needs to happen",0.03456515073776245,-0.951124906539917,NEGATIVE,0
269,not on a preset course,0.527710497379303,-0.9946709275245667,NEGATIVE,0
270,the appropriate path of policy is likely to remain shallow for several years,0.23086589574813843,-0.9995346069335938,NEGATIVE,0
271,bifurcated approach to a capital regime,0.023686667904257774,-0.9910159111022949,NEGATIVE,0
272,want to facilitate innovation where it has the potential to yield public benefit,0.03586575761437416,0.9991140961647034,POSITIVE,1
273,Discretionary Monetary Policy,0.4031972587108612,0.8426026105880737,POSITIVE,1
274,Measuring the Natural Rate of Interest Redux,0.5663987994194031,0.9717963337898254,POSITIVE,1
275,mmodative monetary policy for some time,0.0941399559378624,-0.8894631862640381,NEGATIVE,0
276,our monetary policy remains accommodative,0.3269389271736145,0.5412258505821228,POSITIVE,1
277,if necessary and appropriate,0.10645121335983276,0.9991362690925598,POSITIVE,1
278,our monetary policy remains accommodative,0.16145823895931244,0.5412258505821228,POSITIVE,1
279,Interconnectedness and Systemic Risk,0.1088164895772934,-0.689769983291626,NEGATIVE,0
280,it is possible to develop a simpler set of capital requirements,0.013655495829880238,0.6945233941078186,POSITIVE,1
281,when it is above the neutral rate,0.5552754998207092,-0.968699038028717,NEGATIVE,0
282,I do realize that a single 12-minute roundtrip episode,0.007985091768205166,-0.9976782202720642,NEGATIVE,0
283,unclear,0.11952724307775497,-0.9992030262947083,NEGATIVE,0
284,Inflation Dynamics and Monetary Policy,0.10103663802146912,-0.9288848042488098,NEGATIVE,0
285,it is crucial,0.009829350747168064,0.9992521405220032,POSITIVE,1
286,monetary policy has shouldered a large share of the policy response.,0.1623612940311432,0.8705314993858337,POSITIVE,1
287,the FSB cannot serve the original Basel Committee purpose either,0.03419090807437897,-0.9991198182106018,NEGATIVE,0
288,monetary policy independence remains of the highest importance,0.4832288324832916,0.9939024448394775,POSITIVE,1
289,unimpeachable source of information and analysis about the economy,0.026094092056155205,-0.9913041591644287,NEGATIVE,0
290,these regulations are new,0.027134377509355545,0.908917248249054,POSITIVE,1
291,we are looking at a wide range of suggestions and options,0.017485598102211952,0.9959474205970764,POSITIVE,1
292,monetary policy operates with a lag,0.32616302371025085,-0.9993650317192078,NEGATIVE,0
293,monetary policy normalization in the United States will only occur in,0.2218858301639557,-0.9964917302131653,NEGATIVE,0
294,there may be some limits,0.05137287825345993,-0.9127439260482788,NEGATIVE,0
295,new and existing regulations are not unduly burdensome for community banks,0.0038489613216370344,0.9798852801322937,POSITIVE,1
296,focuses only on assuring sufficient assets over time,0.12442821264266968,-0.9958490133285522,NEGATIVE,0
297,Treasury markets are important,0.0535760335624218,0.9952377080917358,POSITIVE,1
298,monetary policy will need to be highly supportive of economic activity for quite some time,0.14015303552150726,-0.9877848625183105,NEGATIVE,0
299,assigns regulators the responsibility for calibrating requirements,0.012781410478055477,0.9495960474014282,POSITIVE,1
300,statistical evidence is harder to come by.,0.019517773762345314,-0.9994469285011292,NEGATIVE,0
301,"with appropriate policy accommodation, economic activity will expand at a moderate pace",0.10238612443208694,0.9989474415779114,POSITIVE,1
302,keeps pace,0.011772400699555874,0.9995747208595276,POSITIVE,1
303,insufficiently capitalized,0.8892862796783447,-0.9997438788414001,NEGATIVE,0
304,the stance of monetary policy will remain highly accommodative,0.06391270458698273,0.9974650144577026,POSITIVE,1
305,we cannot make sensible monetary policy choices without taking them into account,0.29333338141441345,-0.9991542100906372,NEGATIVE,0
306,generally remain highly accommodative,0.4783349931240082,0.9940353631973267,POSITIVE,1
307,it will be necessary to put the missing fiscal framework into place,0.09341176599264145,-0.9992597699165344,NEGATIVE,0
308,community banks are here to stay,0.1115344911813736,0.9896092414855957,POSITIVE,1
