,answer,ans_score,senti_score,label,dummy
24,optimistic,0.4072863459587097,0.9996857643127441,POSITIVE,1
25,margins or profits,0.39039093255996704,0.961334764957428,POSITIVE,1
26,"moderate, solid, or well-sustained",0.04478360339999199,0.9998476505279541,POSITIVE,1
27,upbeat,0.41817280650138855,0.9998094439506531,POSITIVE,1
28,rising or improved,0.24433815479278564,0.9993206262588501,POSITIVE,1
29,Economic activity continued to expand,0.12496161460876465,0.9992129802703857,POSITIVE,1
30,continued improvement in the office market,0.37273064255714417,0.9994564652442932,POSITIVE,1
31,modest declines,0.4748719036579132,-0.9979199767112732,NEGATIVE,0
32,Comments about household and business credit quality were mostly favorable,0.19280928373336792,0.9992958307266235,POSITIVE,1
33,"""modest,"" ""moderate,"" or ""steady.""",0.12752221524715424,0.9997316002845764,POSITIVE,1
34,bankers in the Philadelphia District expect rising default rates,0.08067315071821213,-0.9957112073898315,NEGATIVE,0
35,below expectations,0.36541810631752014,0.9929423332214355,POSITIVE,1
36,housing markets would remain weak,0.12799058854579926,-0.9995667338371277,NEGATIVE,0
37,economic activity    continued to expand,0.13331913948059082,0.9992129802703857,POSITIVE,1
38,exceed year-ago levels,0.603155791759491,0.9177042841911316,POSITIVE,1
39,economic activity expanded at a modest pace,0.19936248660087585,0.99973064661026,POSITIVE,1
40,increased farm income expectations and land values,0.2923206090927124,0.998315691947937,POSITIVE,1
41,optimistic outlook,0.29782992601394653,0.9996483325958252,POSITIVE,1
42,wage pressures had eased,0.30555927753448486,-0.7955292463302612,NEGATIVE,0
43,moderate increase in manufacturing payrolls,0.2937752604484558,0.9968704581260681,POSITIVE,1
44,Many auto dealers reported anxiety,0.24869927763938904,-0.9938680529594421,NEGATIVE,0
45,The economy grew at a slower rate,0.30062177777290344,-0.9983148574829102,NEGATIVE,0
46,declined somewhat  compared with the previous survey period,0.21582964062690735,-0.9985131621360779,NEGATIVE,0
47,below expectations,0.3103294372558594,0.9929423332214355,POSITIVE,1
48,slowed since the beginning of the year,0.18255965411663055,-0.9946699738502502,NEGATIVE,0
49,slowing in economic activity,0.27418017387390137,-0.9919828772544861,NEGATIVE,0
50,economic activity remained generally weak,0.08565109223127365,-0.9997393488883972,NEGATIVE,0
51,"""subdued""",0.25903889536857605,-0.9983684420585632,NEGATIVE,0
52,expectations that corn production would exceed last year's harvest,0.29967552423477173,-0.9946816563606262,NEGATIVE,0
53,Drilling in the U.S. increased,0.4406498670578003,0.9928615689277649,POSITIVE,1
54,decent harvests,0.47350606322288513,0.9998277425765991,POSITIVE,1
55,Overall economic activity continued to weaken across almost all of the Federal Reserve Districts,0.17848345637321472,-0.999405026435852,NEGATIVE,0
56,less-than-expected,0.6932659149169922,-0.999462902545929,NEGATIVE,0
57,most expect demand to stay at current low levels,0.1834767758846283,-0.9985252022743225,NEGATIVE,0
58,expectations have improved,0.08625251054763794,0.9998148083686829,POSITIVE,1
59,economic activity continued to be weak,0.1823861002922058,-0.9996612071990967,NEGATIVE,0
60,cautiously positive,0.23585762083530426,0.9998099207878113,POSITIVE,1
61,more expected in the future,0.3566300570964813,0.783027708530426,POSITIVE,1
62,below expectations,0.6110129952430725,0.9929423332214355,POSITIVE,1
63,optimistic,0.20131821930408478,0.9996857643127441,POSITIVE,1
64,optimistic,0.6425971984863281,0.9996857643127441,POSITIVE,1
65,Businesses were cautiously optimistic,0.22410918772220612,0.8931861519813538,POSITIVE,1
66,improved,0.513025164604187,0.9998389482498169,POSITIVE,1
67,"Economic activity has continued to increase, on balance",0.40127235651016235,0.9994847774505615,POSITIVE,1
68,Economic growth at a modest pace was the most common characterization of overall conditions,0.09109935164451599,0.9981106519699097,POSITIVE,1
69,national economic activity continued to rise,0.17961958050727844,0.9994468092918396,POSITIVE,1
70,increased slightly,0.13581082224845886,0.9990792274475098,POSITIVE,1
71,levels for the current sales rate,0.2550138831138611,0.9767791032791138,POSITIVE,1
72,modest improvement,0.2733668088912964,0.9998024106025696,POSITIVE,1
73,2011 production will be the highest in more than 10 years,0.16903536021709442,0.9995418787002563,POSITIVE,1
74,moderated slightly in Atlanta.,0.18550680577754974,0.9314971566200256,POSITIVE,1
75,the manufacturing outlook remained generally optimistic,0.21956363320350647,0.9941933751106262,POSITIVE,1
76,optimistic,0.4781973361968994,0.9996857643127441,POSITIVE,1
77,lower expectations,0.22426514327526093,-0.992827832698822,NEGATIVE,0
78,nearly doubled,0.4058533310890198,0.997714638710022,POSITIVE,1
79,consistent with retailers' sales expectations,0.17405325174331665,0.9991279244422913,POSITIVE,1
80,optimism among contacts that sales will improve,0.5182762145996094,0.9993755221366882,POSITIVE,1
81,unsustainable,0.5772302150726318,-0.9968351721763611,NEGATIVE,0
82,slightly stronger,0.4001867473125458,0.9998195767402649,POSITIVE,1
83,natural gas prices will remain low in the near future,0.30383557081222534,-0.9988352656364441,NEGATIVE,0
84,softening in employment,0.20984140038490295,-0.9739624261856079,NEGATIVE,0
85,flat or up slightly,0.14504992961883545,-0.9995236396789551,NEGATIVE,0
86,most areas along the Jersey shore would be rebuilt and ready for the summer season,0.5043653249740601,-0.9852386713027954,NEGATIVE,0
87,the manufacturing outlook remained generally optimistic,0.23022063076496124,0.9941933751106262,POSITIVE,1
88,optimistic,0.2976696789264679,0.9996857643127441,POSITIVE,1
89,current stocks not being as tight as anticipated,0.5273251533508301,-0.9989486336708069,NEGATIVE,0
90,Most firms in the Boston District are reasonably optimistic,0.17368671298027039,0.9940016865730286,POSITIVE,1
91,optimistic outlook,0.4657726287841797,0.9996483325958252,POSITIVE,1
92,modest to moderate pace,0.2534981071949005,0.9994984865188599,POSITIVE,1
93,cautiously optimistic,0.4338456988334656,0.9976612329483032,POSITIVE,1
94,steady growth through the end of the year and into 2014,0.15030045807361603,0.9997684359550476,POSITIVE,1
95,to continue to increase at a moderate to strong pace,0.3004133403301239,0.999701201915741,POSITIVE,1
96,moderately higher than a year ago,0.3403356373310089,0.9992486834526062,POSITIVE,1
97,expectations for the coming months were positive,0.4028397500514984,0.9995787739753723,POSITIVE,1
98,fairly strong,0.21425670385360718,0.9998741149902344,POSITIVE,1
99,optimistic about future activity levels,0.5169945359230042,0.9996354579925537,POSITIVE,1
100,Most reporting Districts indicated optimism,0.2320309281349182,0.9971887469291687,POSITIVE,1
101,to offset some of the effect of lower prices on farm incomes,0.14944098889827728,-0.9954748749732971,NEGATIVE,0
102,optimistic,0.7774115800857544,0.9996857643127441,POSITIVE,1
103,slow somewhat in coming months,0.5534189939498901,-0.9971447587013245,NEGATIVE,0
104,moderate pace,0.19254882633686066,0.998223602771759,POSITIVE,1
105,positive near-term growth,0.20245887339115143,0.999872088432312,POSITIVE,1
106,current sales volumes were approaching record highs,0.39132654666900635,0.9979719519615173,POSITIVE,1
107,Prices for inputs and finished goods remained steady,0.4591080844402313,0.9969406127929688,POSITIVE,1
108,modest improvement in leasing demand,0.14355207979679108,0.9995193481445312,POSITIVE,1
109,Nonfinancial Services Nonfinancial services activity generally strengthened,0.48383837938308716,0.9993346333503723,POSITIVE,1
110,overall conditions improved,0.28337788581848145,0.9998090863227844,POSITIVE,1
111,economic activity has expanded in nine of the Districts,0.16573137044906616,0.999387264251709,POSITIVE,1
112,below expectations in the St. Louis District,0.4273335933685303,0.8048004508018494,POSITIVE,1
113,growth would remain in that range going forward,0.31677189469337463,0.9994949102401733,POSITIVE,1
114,disappointingly stable,0.31405770778656006,0.9478319883346558,POSITIVE,1
115,optimistic outlook for future automobile sales,0.26460450887680054,0.9988773465156555,POSITIVE,1
116,moderate,0.37723565101623535,0.6508278250694275,POSITIVE,1
117,outlooks were mostly optimistic,0.29508501291275024,0.9476069211959839,POSITIVE,1
118,Manufacturing       Demand for manufactured products was mixed,0.2807914912700653,-0.9990941286087036,NEGATIVE,0
119,optimistic,0.376583993434906,0.9996857643127441,POSITIVE,1
120,the economy expanded at a modest to moderate pace,0.21088966727256775,0.9988898634910583,POSITIVE,1
121,Businesses generally expected labor demand to increase moderately in the next six months,0.11054214835166931,-0.8657584190368652,NEGATIVE,0
122,downward trend to continue into the third quarter,0.3753034174442291,-0.9970177412033081,NEGATIVE,0
123,cautiously optimistic,0.33419322967529297,0.9976612329483032,POSITIVE,1
124,Atlanta Economic activity rose modestly,0.24309270083904266,0.9994879961013794,POSITIVE,1
125,positive,0.4560728073120117,0.9998629093170166,POSITIVE,1
126,optimistic,0.4157758355140686,0.9996857643127441,POSITIVE,1
127,upbeat expectations for the year to come,0.41629812121391296,0.9897794127464294,POSITIVE,1
128,moderate pace,0.20158682763576508,0.998223602771759,POSITIVE,1
129,outlooks overall were still positive,0.19217246770858765,0.9998250603675842,POSITIVE,1
130,upbeat,0.2709055244922638,0.9998094439506531,POSITIVE,1
131,optimistic,0.5268996357917786,0.9996857643127441,POSITIVE,1
132,optimistic,0.2743473947048187,0.9996857643127441,POSITIVE,1
133,optimistic,0.44102007150650024,0.9996857643127441,POSITIVE,1
134,less optimistic,0.7004078030586243,-0.9974974989891052,NEGATIVE,0
135,less optimistic,0.704534649848938,-0.9974974989891052,NEGATIVE,0
136,more optimistic,0.39543768763542175,0.9992915391921997,POSITIVE,1
137,slight-to-modest growth,0.5539838075637817,0.9987414479255676,POSITIVE,1
138,Most business contacts remained at least guardedly optimistic,0.31109878420829773,-0.9752569198608398,NEGATIVE,0
139,continued modest growth,0.44432878494262695,0.9998714923858643,POSITIVE,1
140,the pace of wage growth remained modest to moderate,0.04954202100634575,0.6195744276046753,POSITIVE,1
141,expanded at a slight to modest pace,0.2517651915550232,0.9995740056037903,POSITIVE,1
142,Outlooks generally remained positive,0.1513579785823822,0.9997453093528748,POSITIVE,1
143,prices were expected to continue,0.5798390507698059,0.5366745591163635,POSITIVE,1
144,modest to moderate rate,0.30302995443344116,0.9985878467559814,POSITIVE,1
145,expectations concerning agriculture prices were mixed,0.21373213827610016,-0.9946330785751343,NEGATIVE,0
146,uncertain,0.375980019569397,-0.999285876750946,NEGATIVE,0
147,slightly more pessimistic,0.24957075715065002,-0.9640539288520813,NEGATIVE,0
148,many firms expressed concern about future demand,0.07936815917491913,0.9057533144950867,POSITIVE,1
149,optimistic or positive,0.17351572215557098,0.9998619556427002,POSITIVE,1
150,modest improvement in activity,0.34190401434898376,0.9998244643211365,POSITIVE,1
151,Agricultural income for 2020 was better than expected,0.11138326674699783,0.9953560829162598,POSITIVE,1
152,optimistic,0.5209593176841736,0.9996857643127441,POSITIVE,1
153,moderately improved,0.6118733286857605,0.9998507499694824,POSITIVE,1
154,changed little,0.4945637583732605,-0.9444631934165955,NEGATIVE,0
155,St. Louis Economic conditions have continued to improve at a moderate pace,0.3566478490829468,0.9990664124488831,POSITIVE,1
156,businesses in most Districts remained optimistic,0.4145749509334564,0.9914832711219788,POSITIVE,1
157,St. Louis Economic conditions have continued to improve at a moderate pace,0.4687858819961548,0.9990664124488831,POSITIVE,1
158,optimistic due to anticipated strong demand,0.2585134208202362,0.9994413256645203,POSITIVE,1
159,moderate rate,0.21794170141220093,-0.9683459997177124,NEGATIVE,0
160,a solid year for sales,0.2039562165737152,0.9998805522918701,POSITIVE,1
